_id,title,description,jobCategory,isActive,skills,otherSkills,createdAt,updatedAt
ObjectId(692d47c26cb8ef66cdc7da31),Gynaecologist,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Gynaecologist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.796Z,2025-12-01T07:46:10.796Z
ObjectId(692d47c26cb8ef66cdc7da33),School Nurse,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""School Nurse"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.798Z,2025-12-01T07:46:10.798Z
ObjectId(692d47c26cb8ef66cdc7da35),Ward Boy,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Ward Boy"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.823Z,2025-12-01T07:46:10.823Z
ObjectId(692d47c26cb8ef66cdc7da37),Vet Assistant,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Vet Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.824Z,2025-12-01T07:46:10.824Z
ObjectId(692d47c26cb8ef66cdc7da39),Physiotherapist,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Physiotherapist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.825Z,2025-12-01T07:46:10.825Z
ObjectId(692d47c26cb8ef66cdc7da3b),Staff Nurse,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Staff Nurse"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.827Z,2025-12-01T07:46:10.827Z
ObjectId(692d47c26cb8ef66cdc7da3d),Patient Care,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Patient Care"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.847Z,2025-12-01T07:46:10.847Z
ObjectId(692d47c26cb8ef66cdc7da3f),Nursing Supervisor,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Nursing Supervisor"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.848Z,2025-12-01T07:46:10.848Z
ObjectId(692d47c26cb8ef66cdc7da41),Medical Staff,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Medical Staff"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.857Z,2025-12-01T07:46:10.857Z
ObjectId(692d47c26cb8ef66cdc7da43),Nursing Superintendent,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Nursing Superintendent"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.858Z,2025-12-01T07:46:10.858Z
ObjectId(692d47c26cb8ef66cdc7da45),Healthcare Assistant,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Healthcare Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.886Z,2025-12-01T07:46:10.886Z
ObjectId(692d47c26cb8ef66cdc7da47),Hospital Assistant,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Hospital Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.887Z,2025-12-01T07:46:10.887Z
ObjectId(692d47c26cb8ef66cdc7da49),Dental Assistant,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Dental Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.889Z,2025-12-01T07:46:10.889Z
ObjectId(692d47c26cb8ef66cdc7da4b),Dental Chairside Assistant,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Dental Chairside Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.891Z,2025-12-01T07:46:10.891Z
ObjectId(692d47c26cb8ef66cdc7da4d),Clinic Treatment Assistant,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Clinic Treatment Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.911Z,2025-12-01T07:46:10.911Z
ObjectId(692d47c26cb8ef66cdc7da4f),Clinic Helper,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Clinic Helper"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.912Z,2025-12-01T07:46:10.912Z
ObjectId(692d47c26cb8ef66cdc7da51),Clinic Assistant Veterinary,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Clinic Assistant Veterinary"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.915Z,2025-12-01T07:46:10.915Z
ObjectId(692d47c26cb8ef66cdc7da53),Clinic Assistant,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Clinic Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.916Z,2025-12-01T07:46:10.916Z
ObjectId(692d47c26cb8ef66cdc7da55),Blood Collection Staff,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Blood Collection Staff"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.936Z,2025-12-01T07:46:10.936Z
ObjectId(692d47c26cb8ef66cdc7da57),Optometrist,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Optometrist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.937Z,2025-12-01T07:46:10.937Z
ObjectId(692d47c26cb8ef66cdc7da5b),Acupuncture Therapist,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Acupuncture Therapist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.946Z,2025-12-01T07:46:10.946Z
ObjectId(692d47c26cb8ef66cdc7da59),Laser Therapist,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Laser Therapist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.939Z,2025-12-01T07:46:10.939Z
ObjectId(692d47c26cb8ef66cdc7da5d),Ayurveda Therapist,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Ayurveda Therapist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.961Z,2025-12-01T07:46:10.961Z
ObjectId(692d47c26cb8ef66cdc7da5f),Non Registered Nurse,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Non Registered Nurse"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.962Z,2025-12-01T07:46:10.962Z
ObjectId(692d47c26cb8ef66cdc7da61),Home Care Nurse,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Home Care Nurse"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.963Z,2025-12-01T07:46:10.963Z
ObjectId(692d47c26cb8ef66cdc7da63),Physician   DHA  MOH Licensed,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Physician   DHA  MOH Licensed  "",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.983Z,2025-12-01T07:46:10.983Z
ObjectId(692d47c26cb8ef66cdc7da65),GNM Nurses,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""GNM Nurses"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.990Z,2025-12-01T07:46:10.990Z
ObjectId(692d47c26cb8ef66cdc7da67),Therapist   DHA LICENSED,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Therapist   DHA LICENSED  "",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.991Z,2025-12-01T07:46:10.991Z
ObjectId(692d47c26cb8ef66cdc7da69),Nail Technician Trainer,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Nail Technician Trainer"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:10.992Z,2025-12-01T07:46:10.992Z
ObjectId(692d47c36cb8ef66cdc7da6b),Womens Hairstylist,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Womens Hairstylist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.008Z,2025-12-01T07:46:11.008Z
ObjectId(692d47c36cb8ef66cdc7da6d),Assistant Hairstylist,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Assistant Hairstylist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.014Z,2025-12-01T07:46:11.014Z
ObjectId(692d47c36cb8ef66cdc7da6f),Endermologie Specialist,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Endermologie Specialist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.015Z,2025-12-01T07:46:11.015Z
ObjectId(692d47c36cb8ef66cdc7da71),Eye Lash Technician,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Eye Lash Technician"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.016Z,2025-12-01T07:46:11.016Z
ObjectId(692d47c36cb8ef66cdc7da73),Ward Secretary,,ObjectId(692d47bb6cb8ef66cdc7cebe),true,"[""Ward Secretary"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.022Z,2025-12-01T07:46:11.022Z
ObjectId(692d47c36cb8ef66cdc7da75),Salon Manager,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Salon Manager"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.034Z,2025-12-01T07:46:11.034Z
ObjectId(692d47c36cb8ef66cdc7da77),Stylist,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Stylist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.041Z,2025-12-01T07:46:11.041Z
ObjectId(692d47c36cb8ef66cdc7da79),Beautician,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Beautician"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.043Z,2025-12-01T07:46:11.043Z
ObjectId(692d47c36cb8ef66cdc7da7b),Beauty Advisor,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Beauty Advisor"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.044Z,2025-12-01T07:46:11.044Z
ObjectId(692d47c36cb8ef66cdc7da7d),Beauty Consultant,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Beauty Consultant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.047Z,2025-12-01T07:46:11.047Z
ObjectId(692d47c36cb8ef66cdc7da7f),Beauty Therapist,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Beauty Therapist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.060Z,2025-12-01T07:46:11.060Z
ObjectId(692d47c36cb8ef66cdc7da81),Body Massage Therapist,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Body Massage Therapist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.067Z,2025-12-01T07:46:11.067Z
ObjectId(692d47c36cb8ef66cdc7da83),Hair Cutting Executive,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Hair Cutting Executive"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.068Z,2025-12-01T07:46:11.068Z
ObjectId(692d47c36cb8ef66cdc7da85),Eyebrow And Wax Specialist,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Eyebrow And Wax Specialist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.082Z,2025-12-01T07:46:11.082Z
ObjectId(692d47c36cb8ef66cdc7da87),Hairdresser,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Hairdresser"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.083Z,2025-12-01T07:46:11.083Z
ObjectId(692d47c36cb8ef66cdc7da89),Junior Beautician,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Junior Beautician"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.089Z,2025-12-01T07:46:11.089Z
ObjectId(692d47c36cb8ef66cdc7da8b),Laser Hair Removal Technician,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Laser Hair Removal Technician"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.094Z,2025-12-01T07:46:11.094Z
ObjectId(692d47c36cb8ef66cdc7da8d),Manicure Pedicure Specialist,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Manicure Pedicure Specialist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.100Z,2025-12-01T07:46:11.100Z
ObjectId(692d47c36cb8ef66cdc7da8f),Mens Hairstylist,,ObjectId(692d47bb6cb8ef66cdc7cec2),true,"[""Mens Hairstylist"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:11.109Z,2025-12-01T07:46:11.109Z
